reviewer_orcid,reviewer_name,reviewer_coauthor1_name,reviewer_coauthor1_id,reviewer_coauthor2_name,reviewer_coauthor2_id,reviewer_coauthor3_name,reviewer_coauthor3_id,reviewer_coauthor4_name,reviewer_coauthor4_id,reviewer_coauthor5_name,reviewer_coauthor5_id,reviewer_coauthor6_name,reviewer_coauthor6_id,reviewer_coauthor7_name,reviewer_coauthor7_id,reviewer_coauthor8_name,reviewer_coauthor8_id,reviewer_coauthor9_name,reviewer_coauthor9_id,reviewer_coauthor10_name,reviewer_coauthor10_id,reviewer_coauthor_title_doi,reviewer_coauthor_title
1077,Michael Shekelyan,Gregor Josse ?,884, Matthias Schubert ,378,,,,,,,,,,,,,,,,,,Linear Path Skylines in Multicriteria Networks
922,Inah Jeon,Evangelos E. Papalexakis,848, U Kang,571, Christos Faloutsos ,111,,,,,,,,,,,,,,,,HaTen2: Billion-scale Tensor Decompositions
1267,Tuan-Anh Nguyen Pham,Xutao Li,1320, Gao Cong,187, Zhenjie Zhang ,676,,,,,,,,,,,,,,,,A General Graph-based Model for Recommendation in Event-based Social Networks
981,Kaiqi Zhao,Gao Cong,871, Quan Yuan,458, Kenny Q. Zhu ,319,,,,,,,,,,,,,,,,SAR: A Sentiment-Aspect-Region Model for User Preference Analysis in Geo-tagged Reviews
1344,Yongming Luo,George H.L. Fletcher,875, Jan Hidders,251, Paul De Bra ,440,,,,,,,,,,,,,,,,Efficient and scalable trie-based algorithms for computing set containment relations
1142,Pericles de Oliveira,Altigran da Silva,705, Edleno de Moura ,157,,,,,,,,,,,,,,,,,,Ranking Candidate Networks of Relations to Improve Keyword Search over Relational Databases
1306,Xiang Wang,Ying Zhang,1338, Wenjie Zhang,609, Xuemin Lin,641, Wei Wang ,602,,,,,,,,,,,,,,AP-Tree: Efficiently Support Continuous Spatial-Keyword Queries Over Stream
1305,Xiang Ao,Ping Luo,1153, Chengkai Li,105, Fuzhen Zhuang,182, Qing He ,456,,,,,,,,,,,,,,Online Frequent Episode Mining
1107,Nguyen Thanh Tam, Nguyen Quoc Viet Hung,417, Matthias Weidlich,379,  Karl Aberer ,7,,,,,,,,,,,,,,,,Result Selection and Summarization for Web Table Search
1325,Yanhua Li,Jun Luo,975, Chi-Yin Chow,107, Kam-Lam Chan,308, Ye Ding,655, Fan Zhang ,172,,,,,,,,,,,,Growing the Charging Station Network for Electric Vehicles with Trajectory Data Analytics
947,Jiajun Liu,Kun Zhao,1008, Philipp Sommer,447, Shuo Shang,516, Brano Kusy,85, Raja Jurdak ,463,,,,,,,,,,,,Bounded Quadrant System: Error-bounded Trajectory Compression on the Go
732,Aristides Gionis,Michael Mathioudakis,1076, Antti Ukkonen ,53,,,,,,,,,,,,,,,,,,Bump hunting in the dark: Local discrepancy maximization on graphs
887,Guanfeng Liu,Kai Zheng,980, Yan Wang,644, Mehmet A. Orgun,381, An Liu,39, Lei Zhao,337, Xiaofang Zhou ,626,,,,,,,,,,Multi-Constrained Graph Pattern Matching in Large-Scale Contextual Social Graphs
1057,Marius Eich,Guido Moerkotte ,888,,,,,,,,,,,,,,,,,,,,Dynamic Programming: The Next Step
878,Georgia Koutrika,Lei Liu,1017, Steve Simske ,539,,,,,,,,,,,,,,,,,,Generating Reading Orders over Document Collections
952,Jianneng Cao,Fang-Yu Rao,853, Elisa Bertino,164, Murat Kantarcioglu ,407,,,,,,,,,,,,,,,,A Hybrid Private Record Linkage Scheme: Separating Differentially Private Synopses From Matching Records
692,Ahmed Eldawy,Mohamed F. Mokbel ,1091,,,,,,,,,,,,,,,,,,,,SpatialHadoop: A MapReduce Framework for Spatial Data
730,Arian Bar,Lukasz Golab,1037, Stefan Ruehrup,538, Mirko Schiavone,397, Pedro Casas ,442,,,,,,,,,,,,,,Cache-Oblivious Scheduling of Shared Workloads
1376,Zhe Fan,Byron Choi,758, Jianliang Xu,274, Sourav S Bhowmick ,523,,,,,,,,,,,,,,,,Asymmetric Structure-Preserving Subgraph Queries for Large Graphs
1119,Norases Vesdapunt,Hector Garcia-Molina ,901,,,,,,,,,,,,,,,,,,,,Identifying Users in Social Networks with Limited Information
1246,Tanmoy Chakraborty,Natwar Modani,1105, Ramasuri Narayanam,465, Seema Nagar ,504,,,,,,,,,,,,,,,,DiSCern: A Diversified Citation Recommendation System for Scientific Queries
1016,Lei Chen,Xin Lin,1316, Haibo Hu,216, Christian S. Jensen,109, Jianliang Xu ,275,,,,,,,,,,,,,,Answering Why-Not Questions on Spatial Keyword Top-k Queries
1180,Renata Borovica-Gajic,Stratos Idreos,1234, Anastasia Ailamaki,41, Marcin Zukowski,364, Campbell Fraser ,91,,,,,,,,,,,,,,Smooth Scan: Statistics-Oblivious Access Paths
1299,Wenqing Lin,Xiaokui Xiao,1310, Xing Xie,637, Xiao-Li Li ,623,,,,,,,,,,,,,,,,Network Motif Discovery: A GPU Approach
1146,Petko Bakalov,Erik Hoel,842, Wee-Liang Heng ,598,,,,,,,,,,,,,,,,,,Time Dependent Transportation Network Models
831,El Kindi Rezig,Eduard C. Dragut,829, Mourad Ouzzani,403, Ahmed K. Elmagarmid ,19,,,,,,,,,,,,,,,,Query-Time Record Linkage and Fusion over Web Databases
1219,Songlin Hu,Wantao Liu,1288, Tilmann Rabl,564, Shuo Huang,515, Ying Liang,656, Zheng Xiao,672, Hans-Arno Jacobsen,219, Xubin Pei,640, Jiye Wang,289, ,,,,,DualTable: A Hybrid Storage Model for Update Optimization in Hive
712,An Liu,Kai Zheng,980, Lu Li,345, Guanfeng Liu,210, Lei Zhao,337, Xiaofang Zhou ,626,,,,,,,,,,,,Efficient Secure Similarity Computation on Encrypted Trajectory Data
889,Gunes Aluc,M. Tamer Ozsu,1039, Khuzaima Daudjee,324, Olaf Hartig ,428,,,,,,,,,,,,,,,,Executing Queries over Schemaless RDF Databases
1340,Yingjun Wu,Kian-Lee Tan  ,997,,,,,,,,,,,,,,,,,,,,ChronoStream: Elastic Stateful Stream Computation in the Cloud
961,Jinling Jiang,Hua Lu,913, Bin Yang,73, Bin Cui ,71,,,,,,,,,,,,,,,,Finding Top-k Local Users in Geo-Tagged Social Media Data
1043,Manas Joglekar,Hector Garcia-Molina,900, Aditya Parameswaran ,17,,,,,,,,,,,,,,,,,,Comprehensive and Reliable Crowd Assessment Algorithms
802,David B. Lomet,Faisal Nawab ,852,,,,,,,,,,,,,,,,,,,,High Performance Temporal Indexing on Modern Hardware
683,Abdullah Mueen,Suman Nath,1237, Jie Liu ,283,,,,,,,,,,,,,,,,,,Fast Approximate Correlation for Massive Time-series Data
1124,Oliver Kennedy,Suman Nath ,1238,,,,,,,,,,,,,,,,,,,,Jigsaw: Efficient Optimization Over Uncertain Enterprise Data
688,Adam Silberstein,Jeff Terrace,934, Brian F. Cooper,86, Raghu Ramakrishnan ,461,,,,,,,,,,,,,,,,Feeding Frenzy: Selectively Materializing Users¡¯ Event Feeds
1234,Stratos Idreos,Martin L. Kersten,1061, Stefan Manegold ,537,,,,,,,,,,,,,,,,,,Self-organizing Tuple Reconstruction in Column-stores
1355,Yubao Wu, Ruoming Jin,490, Xiang Zhang ,620,,,,,,,,,,,,,,,,,,Fast and Unified Local Search for Random Walk Based K-Nearest-Neighbor Query in Large Graphs
1301,Wolfgang Gatterbauer,Dan Suciu ,795,,,,,,,,,,,,,,,,,,,,Data Conflict Resolution Using Trust Mappings
959,Jinbao Wang,Sai Wu,1196, Hong Gao,231, Jianzhong Li,277, Beng Chin Ooi ,63,,,,,,,,,,,,,,Indexing Multi-dimensional Data in a Cloud System
1022,Liang Xu,Tok Wang Ling,1265,  Huayu Wu,5, Zhifeng Bao ,677,,,,,,,,,,,,,,,,DDE: From Dewey to a Fully Dynamic XML Labeling Scheme
1379,Zhenjie Zhang,Marios Hadjieleftheriou,1055, Beng Chin Ooi,62, Divesh Srivastava ,149,,,,,,,,,,,,,,,,Bed-Tree: An All-Purpose Index Structure for String Similarity Search Based on Edit Distance
1140,Per-Ake Larson,Cipri Clinciu,788, Eric N. Hanson,168, Artem Oks,57,  Susan L. Price,9, Srikumar Rangarajan,529, Aleksandras Surna,23, Qingqing Zhou ,457,,,,,,,,SQL Server Column Store Indexes
996,Khaled Elmeleegy,Christopher Olston,784, Benjamin Reed ,66,,,,,,,,,,,,,,,,,,SpongeFiles: Mitigating Data Skew in MapReduce Using Distributed Memory
918,Hyun Jin Moon,Carlo A. Curino,760, Carlo Zaniolo ,92,,,,,,,,,,,,,,,,,,Scalable Architecture and Query Optimization for Transaction-time DBs with Evolving Schemas
714,Anastasia Ailamaki,Erietta Liarou,841, P¨Ï¡Ínar T,441, Danica Porobic,123, Iraklis Psaroudakis ,242,,,,,,,,,,,,,,How to Stop Under-Utilization and Love Multicores
1021,Liang Jeff Chen,Yannis Papakonstantinou ,1329,,,,,,,,,,,,,,,,,,,,Context-sensitive Ranking for Document Retrieval
761,Carsten Binnig,Stefan Hildenbrand,1226, Franz Farber ,181,,,,,,,,,,,,,,,,,,Dictionary-based Order-preserving String Compression for Main Memory Column Stores
1235,Sudeepa Roy,Dan Suciu ,795,,,,,,,,,,,,,,,,,,,,A Formal Approach to Finding Explanations for Database Queries
