,result
185,"('On Active Learning of Record Matching Packages', 20200306, 'Arvind Arasu', 'Arian Bar', 730, 0.15974069235137256, 3)"
186,"('On Active Learning of Record Matching Packages', 20200306, 'Arvind Arasu', 'Nicole Bidoit', 1109, 0.11554054054054053, 3)"
187,"('On Active Learning of Record Matching Packages', 20200306, 'Arvind Arasu', 'Anupam Sanghi', 728, 0.11554054054054053, 3)"
188,"('Performance Guarantees for Distributed Reachability Queries', 20200307, 'Wenfei Fan', 'Alexandros Efentakis', 703, 0.15555555555555556, 1)"
189,"('Performance Guarantees for Distributed Reachability Queries', 20200307, 'Wenfei Fan', 'Julian Shun', 972, 0.11554054054054053, 2)"
190,"('Performance Guarantees for Distributed Reachability Queries', 20200307, 'Wenfei Fan', 'Petko Bakalov', 1146, 0.11554054054054053, 2)"
191,"('SIEF: Efficiently Answering Distance Queries for Failure Prone Graphs', 20200308, 'Yongrui Qin ', 'Nguyen Thanh Tam', 1107, 0.15555555555555556, 2)"
192,"('SIEF: Efficiently Answering Distance Queries for Failure Prone Graphs', 20200308, 'Yongrui Qin ', 'R. Uday Kiran', 1165, 0.15555555555555556, 1)"
193,"('SIEF: Efficiently Answering Distance Queries for Failure Prone Graphs', 20200308, 'Yongrui Qin ', 'Chen Luo', 770, 0.15555555555555556, 1)"
194,"('A Parallel and Scalable Processor for JSON Data', 20200309, 'Christina Pavlopoulou', 'El Kindi Rezig', 831, 0.20177670577535006, 1)"
195,"('A Parallel and Scalable Processor for JSON Data', 20200309, 'Christina Pavlopoulou', 'Per-Ake Larson', 1140, 0.20177670577535006, 2)"
196,"('A Parallel and Scalable Processor for JSON Data', 20200309, 'Christina Pavlopoulou', 'Vijay Ingalalli', 1279, 0.19642857142857145, 1)"
197,"('PODS: A New Model and Processing Algorithms for Uncertain Data Streams', 20200310, 'Thanh T. L. Tran', 'Puya Memarzia', 1159, 0.15555555555555556, 2)"
198,"('PODS: A New Model and Processing Algorithms for Uncertain Data Streams', 20200310, 'Thanh T. L. Tran', 'Gunes Aluc', 889, 0.11554054054054053, 3)"
199,"('PODS: A New Model and Processing Algorithms for Uncertain Data Streams', 20200310, 'Thanh T. L. Tran', 'Mohammadreza Najafi', 1093, 0.11554054054054053, 1)"
200,"('Keyword-aware Optimal Route Search', 20200311, 'Xin Cao', 'Arko Provo Mukherjee', 734, 0.11554054054054053, 1)"
201,"('Keyword-aware Optimal Route Search', 20200311, 'Xin Cao', 'Victor Zakhary', 1278, 0.11554054054054053, 1)"
202,"('Keyword-aware Optimal Route Search', 20200311, 'Xin Cao', 'Jian Dai', 948, 0.11554054054054053, 1)"
203,"('PerfXplain: Debugging MapReduce Job Performance', 20200312, 'Nodira Khoussainova', 'Vasilis Samoladas', 1273, 0.15974069235137256, 2)"
204,"('PerfXplain: Debugging MapReduce Job Performance', 20200312, 'Nodira Khoussainova', 'Hugo Firth', 915, 0.11861504307305325, 1)"
205,"('RQL: Retrospective Computations over Snapshot Sets', 20200313, 'Nikos Tsikoudis', 'Peter Macko', 1145, 0.11554054054054053, 3)"
206,"('RQL: Retrospective Computations over Snapshot Sets', 20200313, 'Nikos Tsikoudis', 'Ahmed Eldawy', 692, 0.11554054054054053, 1)"
207,"('Ranking with Uncertain Scoring Functions: Semantics and Sensitivity Measures', 20200314, 'Mohamed A. Soliman', 'Julia Stoyanovich', 971, 0.12191408436135236, 3)"
208,"('Ranking with Uncertain Scoring Functions: Semantics and Sensitivity Measures', 20200314, 'Mohamed A. Soliman', 'Marius Eich', 1057, 0.11861504307305325, 1)"
209,"('Ranking with Uncertain Scoring Functions: Semantics and Sensitivity Measures', 20200314, 'Mohamed A. Soliman', 'Lei Chen', 1016, 0.11554054054054053, 3)"
210,"('SpatioTextual Similarity Joins', 20200315, 'Panagiotis Bouros', 'Damian Bursztyn', 792, 0.19642857142857145, 2)"
211,"('SpatioTextual Similarity Joins', 20200315, 'Panagiotis Bouros', 'Manish Kesarwani', 1045, 0.15555555555555556, 1)"
212,"('SpatioTextual Similarity Joins', 20200315, 'Panagiotis Bouros', 'R. Uday Kiran', 1165, 0.11554054054054053, 2)"
213,"('Efficient Metric Indexing for Similarity Search ', 20200316, 'Lu Chen', 'Rong Zhang', 1190, 0.15555555555555556, 2)"
214,"('Efficient Metric Indexing for Similarity Search ', 20200316, 'Lu Chen', 'Yuyang Dong', 1367, 0.15555555555555556, 3)"
215,"('Efficient Metric Indexing for Similarity Search ', 20200316, 'Lu Chen', 'Chih-Ya Shen', 776, 0.11861504307305325, 2)"
216,"('Indexing Multi-dimensional Data in a Cloud System', 20200317, 'Jinbao Wang', 'Xiaodong Li', 1308, 0.20177670577535006, 1)"
217,"('Indexing Multi-dimensional Data in a Cloud System', 20200317, 'Jinbao Wang', 'Parth Nagarkar', 1136, 0.19642857142857145, 2)"
218,"('Indexing Multi-dimensional Data in a Cloud System', 20200317, 'Jinbao Wang', 'Zhao Cao', 1374, 0.19642857142857145, 1)"
219,"('Online Data Partitioning in Distributed Database Systems', 20200318, 'Kaiji Chen', 'Xiang Wang', 1306, 0.07631578947368423, 2)"
220,"('Real Time Discovery of Dense Clusters in Highly Dynamic Graphs:  Identifying Real World Events in Highly Dynamic Environments', 20200319, 'Manoj K Agarwal', 'Carsten Binnig', 761, 0.11554054054054053, 3)"
221,"('Real Time Discovery of Dense Clusters in Highly Dynamic Graphs:  Identifying Real World Events in Highly Dynamic Environments', 20200319, 'Manoj K Agarwal', 'Hyun Jin Moon', 918, 0.07832594463128473, 2)"
222,"('Towards Proximity Pattern Mining in Large Graphs', 20200320, 'Arijit Khan', 'Arko Provo Mukherjee', 734, 0.15555555555555556, 2)"
223,"('Towards Proximity Pattern Mining in Large Graphs', 20200320, 'Arijit Khan', 'Michael Shekelyan', 1077, 0.11554054054054053, 1)"
224,"('K-Nearest Neighbor Temporal Aggregate Queries', 20200321, 'Yu Sun', 'Rong Zhang', 1190, 0.19642857142857145, 3)"
225,"('K-Nearest Neighbor Temporal Aggregate Queries', 20200321, 'Yu Sun', 'Yanhua Li', 1325, 0.15974069235137256, 2)"
226,"('K-Nearest Neighbor Temporal Aggregate Queries', 20200321, 'Yu Sun', 'Liping Peng', 1024, 0.15555555555555556, 1)"
227,"('Discovering Linkage Points over Web Data', 20200322, 'Oktie Hassanzadeh ', 'Vasilis Efthymiou', 1272, 0.15555555555555556, 1)"
228,"('Discovering Linkage Points over Web Data', 20200322, 'Oktie Hassanzadeh ', 'Zhe Fan', 1376, 0.11554054054054053, 1)"
229,"('Discovering Linkage Points over Web Data', 20200322, 'Oktie Hassanzadeh ', 'Stratos Idreos', 1234, 0.08048240544725077, 3)"
230,"('Refinement Driven Processing of Aggregation Constrained Queries', 20200323, 'Manasi Vartak', 'Abdallah Arioua', 682, 0.07631578947368423, 3)"
231,"('Refinement Driven Processing of Aggregation Constrained Queries', 20200323, 'Manasi Vartak', 'Nguyen Thanh Tam', 1107, 0.07631578947368423, 3)"
232,"('Refinement Driven Processing of Aggregation Constrained Queries', 20200323, 'Manasi Vartak', 'Olga Poppe', 1122, 0.07631578947368423, 1)"
233,"('Explore-by-Example: An Automatic Query Steering Framework for Interactive Data Exploration', 20200324, 'Kyriaki Dimitriadou', 'Kenneth Fuglsang Christensen', 993, 0.11554054054054053, 1)"
234,"('WHAM: A High-throughput Sequence Alignment Method', 20200326, 'Yinan Li', 'Zhao Cao', 1374, 0.11554054054054053, 2)"
235,"('Learning Path Queries on Graph Databases', 20200327, 'Angela Bonifati', 'Guanfeng Liu', 887, 0.15555555555555556, 1)"
236,"('Learning Path Queries on Graph Databases', 20200327, 'Angela Bonifati', 'Arko Provo Mukherjee', 734, 0.11554054054054053, 3)"
237,"('Learning Path Queries on Graph Databases', 20200327, 'Angela Bonifati', 'R. Uday Kiran', 1165, 0.11554054054054053, 3)"
238,"('Accelerating Pathology Image Data Cross-Comparison on CPU-GPU Hybrid Systems', 20200328, 'Kaibo Wang', 'Jiefeng Cheng', 956, 0.15555555555555556, 1)"
239,"('Data-driven Schema Normalization', 20200329, 'Thorsten Papenbrock', 'Daichi Amagata', 791, 0.03880735353897094, 1)"
240,"('Data-driven Schema Normalization', 20200329, 'Thorsten Papenbrock', 'Arlei Silva', 735, 0.03880735353897094, 2)"
241,"('Data-driven Schema Normalization', 20200329, 'Thorsten Papenbrock', 'Xingcan Cui', 1318, 0.03880735353897094, 1)"
242,"('ReStore: Reusing Results of MapReduce Jobs', 20200331, 'Iman Elghandour', 'Khaled Elmeleegy', 996, 0.15555555555555556, 2)"
243,"('ReStore: Reusing Results of MapReduce Jobs', 20200331, 'Iman Elghandour', 'Manas Joglekar', 1043, 0.15555555555555556, 1)"
244,"('ReStore: Reusing Results of MapReduce Jobs', 20200331, 'Iman Elghandour', 'Alberto Cordioli', 698, 0.11861504307305325, 2)"
245,"('Contender: A Resource Modeling Approach for Concurrent Query Performance Prediction', 20200401, 'Jennie Duggan', 'Xiaodong Li', 1308, 0.07832594463128473, 2)"
246,"('Contender: A Resource Modeling Approach for Concurrent Query Performance Prediction', 20200401, 'Jennie Duggan', 'Yuhong Li', 1360, 0.07631578947368423, 2)"
247,"('Contender: A Resource Modeling Approach for Concurrent Query Performance Prediction', 20200401, 'Jennie Duggan', 'Gregory Buehrer', 885, 0.07631578947368423, 1)"
248,"('Umzi: Unified Multi-Zone Indexing for Large-Scale HTAP', 20200402, 'Chen Luo', 'Thomas Heinis', 1255, 0.15555555555555556, 1)"
249,"('Differentially Private Synthesization of Multi-Dimensional Data using Copula Functions', 20200403, 'Haoran Li', 'Vasilis Samoladas', 1273, 0.11554054054054053, 3)"
250,"('Differentially Private Synthesization of Multi-Dimensional Data using Copula Functions', 20200403, 'Haoran Li', 'Ke Wang', 987, 0.11554054054054053, 1)"
251,"('Reducing Uncertainty of Schema Matching via Crowdsourcing', 20200405, 'Chen Jason Zhang', 'Sudeepa Roy', 1235, 0.15555555555555556, 2)"
252,"('Reducing Uncertainty of Schema Matching via Crowdsourcing', 20200405, 'Chen Jason Zhang', 'Xingcan Cui', 1318, 0.11554054054054053, 2)"
253,"('Reducing Uncertainty of Schema Matching via Crowdsourcing', 20200405, 'Chen Jason Zhang', 'Angela Bonifati', 718, 0.11554054054054053, 1)"
254,"('View Selection in Semantic Web Databases', 20200406, 'FrancÂ¸ois Goasdoue', 'Chuanfei Xu', 786, 0.15555555555555556, 1)"
255,"('View Selection in Semantic Web Databases', 20200406, 'FrancÂ¸ois Goasdoue', 'Damian Bursztyn', 792, 0.15555555555555556, 3)"
256,"('Assessing and Ranking Structural Correlations in Graphs', 20200407, 'Ziyu Guan', 'George A. Vouros', 874, 0.07832594463128473, 2)"
257,"('Assessing and Ranking Structural Correlations in Graphs', 20200407, 'Ziyu Guan', 'Alberto Cordioli', 698, 0.07832594463128473, 3)"
258,"('Zephyr: Live Migration in Shared Nothing Databases for Elastic Cloud Platforms', 20200408, 'Aaron J. Elmore', 'Victor Zakhary', 1278, 0.15555555555555556, 2)"
259,"('Zephyr: Live Migration in Shared Nothing Databases for Elastic Cloud Platforms', 20200408, 'Aaron J. Elmore', 'El Kindi Rezig', 831, 0.11861504307305325, 2)"
260,"('Zephyr: Live Migration in Shared Nothing Databases for Elastic Cloud Platforms', 20200408, 'Aaron J. Elmore', 'Nathalie Charbel', 1104, 0.11554054054054053, 2)"
261,"('Context-aware Event Stream Analytics', 20200409, 'Olga Poppe', 'Chunyao Song', 787, 0.08040935672514621, 2)"
262,"('Context-aware Event Stream Analytics', 20200409, 'Olga Poppe', 'Muhammad Farhan', 1099, 0.07832594463128473, 2)"
263,"('Context-aware Event Stream Analytics', 20200409, 'Olga Poppe', 'Yingjun Wu', 1340, 0.07832594463128473, 1)"
264,"('Keyword Search over Relational Databases: A Metadata Approach', 20200410, 'Sonia Bergamaschi', 'Pablo Barrio', 1127, 0.11861504307305325, 1)"
265,"('Keyword Search over Relational Databases: A Metadata Approach', 20200410, 'Sonia Bergamaschi', 'Mostafa Ead', 1097, 0.11554054054054053, 1)"
